affectedModels,analysisDate,anger Method,cveId,description,paperDate,paperTitle,paperUrl,slug,tags,title
GPT-2; Llama 2 7B Chat; Vicuna 7B,2025-03-19T19:25:14.814Z,,f1f4441b,"Large language models (LLMs) are vulnerable to adversarial prompt engineering attacks that leverage proximity constraints to elicit harmful behaviors.  By subtly modifying benign prompts within a semantically close embedding space, attackers can bypass existing safety mechanisms and induce undesired outputs, even when the original prompts would not trigger such a response.  This vulnerability exploits the model's sensitivity to small perturbations in the input embedding, resulting in the generation of toxic or unsafe content.",2025-01-01,Text-Diffusion Red-Teaming of Large Language Models: Unveiling Harmful Behaviors with Proximity Constraints,https://arxiv.org/abs/2501.08246,targeted-text-diffusion-jailbreak,prompt-layer; jailbreak; blackbox; safety; integrity,Targeted Text-Diffusion Jailbreak
,2025-12-09T03:51:07.621Z,,862fb16b,"Large Language Models (LLMs) including GPT-4o, LLaMA 3.2, and others exhibit a vulnerability to ""Task-in-Prompt"" (TIP) adversarial attacks. This vulnerability allows attackers to bypass safety alignment and content filtering mechanisms by embedding prohibited instructions within benign sequence-to-sequence tasks (such as ciphers, riddles, code execution, or text transformation). The model implicitly decodes the obfuscated content via self-attention mechanisms during token generation, effectively ""understanding"" the restricted query without explicit external decoding steps, and subsequently generates the prohibited output (e.g., hate speech, illegal instructions). Standard keyword-based filters and current defense models (e.g., Llama Guard 3) fail to detect these attacks because the input appears benign or nonsensical to the filter.",2025-01-01,The TIP of the Iceberg: Revealing a Hidden Class of Task-in-Prompt Adversarial Attacks on LLMs,https://arxiv.org/abs/2501.18626,task-in-prompt-jailbreak,prompt-layer; jailbreak; blackbox; safety,Task-in-Prompt Jailbreak
E5 Base v2; Jina Embeddings v2; Nomic Embed; Qwen 2.5 0.5B; Sentence-T5 Base,2025-02-02T20:41:06.994Z,,99fb61e6,"A vulnerability exists in text embedding models used as safeguards for Large Language Models (LLMs).  Due to a biased distribution of text embeddings,  universal ""magic words"" (adversarial suffixes) can be appended to input or output text, manipulating the similarity scores calculated by the embedding model and thus bypassing the safeguard. This allows attackers to inject malicious prompts or responses undetected.",2025-01-01,Jailbreaking LLMs' Safeguard with Universal Magic Words for Text Embedding Models,https://arxiv.org/abs/2501.18280,universal-magic-word-jailbreak,model-layer; embedding; jailbreak; blackbox; whitebox; data-security; safety,Universal Magic Word Jailbreak
Gemma 2; Llama 2; Llama 3; Llama 3.1,2024-12-29T00:02:09.216Z,,4b3d991f,"Large Language Models (LLMs) employing prefix-forcing safety measures are vulnerable to jailbreak attacks if the set of ""safe"" prefixes is insufficiently diverse or does not account for model-specific response styles. Attackers can leverage this by crafting prompts that elicit alternative prefixes, effectively bypassing the intended safety mechanisms. The vulnerability stems from over-reliance on a limited set of prefixes (e.g., ""Sure, here is..."") and a failure to generalize safety mechanisms to unseen prefixes. This allows the attacker to obtain responses that would otherwise be blocked.",2024-12-01,AdvPrefix: An Objective for Nuanced LLM Jailbreaks,https://arxiv.org/abs/2412.10321,advprefix-jailbreak-enhancement,model-layer; jailbreak; whitebox; safety; integrity,AdvPrefix Jailbreak Enhancement
GPT-4; Llama 3; Qwen 2,2024-12-29T04:39:24.615Z,,428a631b,"Large Language Model (LLM) tool-calling systems are vulnerable to adversarial tool injection attacks. Attackers can inject malicious tools (""Manipulator Tools"") into the tool platform, manipulating the LLM's tool selection and execution process. This allows for privacy theft (extracting user queries), denial-of-service (DoS) attacks against legitimate tools, and unscheduled tool-calling (forcing the use of attacker-specified tools regardless of relevance). The attack exploits vulnerabilities in the tool retrieval mechanism and the LLM's decision-making process. Successful attacks require the malicious tool to be (1) retrieved by the system, (2) selected for execution by the LLM, and (3) its output to manipulate subsequent LLM actions.",2024-12-01,From Allies to Adversaries: Manipulating LLM Tool-Calling through Adversarial Injection,https://arxiv.org/abs/2412.10198,adversarial-tool-injection-attacks,application-layer; injection; denial-of-service; data-privacy; data-security; blackbox; agent; rag,Adversarial Tool Injection Attacks
Alpaca; BERT; GPT-3; GPT-4; Llama; M3E; MiniLM; Qwen 2; Vicuna,2025-03-19T19:33:00.266Z,,43c78e67,"```text
CVE-2024-XXXX",2024-12-01,Towards Action Hijacking of Large Language Model-based Agent,https://arxiv.org/abs/2412.10807,agent-action-hijacking,application-layer; blackbox; injection; prompt-leaking; jailbreak; data-security; data-privacy; integrity; safety; chain; api; rag; embedding; fine-tuning,Agent Action Hijacking
Falcon 7B; GPT-2; Llama 2; Llama 3; Llama 3.1 8B; Megatron 345M; Mistral 7B; Pythia 12B; TinyLlama 1.1B; Vicuna 13B; Vicuna 7B,2025-01-26T18:23:11.511Z,,69d473a8,"Large Language Models (LLMs) employing reinforcement learning from human feedback (RLHF) for safety alignment are vulnerable to a novel ""alignment-based"" jailbreak attack.  This attack leverages a best-of-N sampling approach with an adversarial LLM to efficiently generate prompts that bypass safety mechanisms and elicit unsafe responses from the target LLM, without requiring additional training or access to the target LLM's internal parameters. The attack exploits the inherent tension between safety and unsafe reward signals, effectively misaligning the model via alignment techniques.",2024-12-01,LIAR: Leveraging Alignment (Best-of-N) to Jailbreak LLMs in Seconds,https://arxiv.org/abs/2412.05232,alignment-based-llm-jailbreak,prompt-layer; jailbreak; blackbox; safety; reliability,Alignment-Based LLM Jailbreak
Barkplug V.2,2025-03-19T19:26:06.041Z,,d38a5615,"A poisoning attack against a Retrieval-Augmented Generation (RAG) system that manipulates the retriever component by injecting a poisoned document into the data used by the embedding model. This poisoned document contains modified and incorrect information. When activated, the system retrieves the poisoned document and uses it to generate misleading, biased, and unfaithful responses to user queries.",2024-12-01,Poison Attacks and Adversarial Prompts Against an Informed University Virtual Assistant,https://arxiv.org/abs/2412.06788,barkplug-data-poisoning-attack,application-layer; prompt-layer; rag; poisoning; jailbreak; blackbox; data-security; integrity; reliability,BarkPlug Data Poisoning Attack
Claude 3 Opus; Claude 3.5 Sonnet; Cygnet; Diva; Gemini 1.5 Pro; Gemini-1.5-flash-001; Gemini-1.5-pro-001; GPT-4o; GPT-4o Mini; GPT-4o Realtime Api; Llama 3 8B; Llama 3 8B Instruct; Llama 3.1 8B,2024-12-29T04:21:38.020Z,,69b78897,"Large Language Models (LLMs) across multiple modalities (text, vision, audio) are vulnerable to a ""Best-of-N"" (BoN) jailbreaking attack. This attack repeatedly submits slightly modified versions of a harmful prompt (e.g., text with altered capitalization, images with modified text style, audio with altered pitch or speed) until a safety mechanism is bypassed and a harmful response is elicited. The effectiveness of the attack scales with the number of attempts (N). While individual modifications may be innocuous, the cumulative effect of many variations increases the likelihood of bypassing safety filters.",2024-12-01,Best-of-N Jailbreaking,https://arxiv.org/abs/2412.03556,best-of-n-prompt-augmentation,prompt-layer; jailbreak; blackbox; safety; integrity,Best-of-N Prompt Augmentation
Gemini; GPT-4; InstructBLIP; LLaVA; MiniGPT-4; Qwen VL,2024-12-29T04:09:34.058Z,,1651d2e5,"A bimodal adversarial attack, PBI-Attack, can manipulate Large Vision-Language Models (LVLMs) into generating toxic or harmful content by iteratively optimizing both textual and visual inputs in a black-box setting. The attack leverages a surrogate LVLM to inject malicious features from a harmful corpus into a benign image, then iteratively refines both image and text perturbations to maximize the toxicity of the modelâs output as measured by a toxicity detection model (Perspective API or Detoxify).",2024-12-01,BAMBA: A Bimodal Adversarial Multi-Round Black-Box Jailbreak Attacker for LVLMs,https://arxiv.org/abs/2412.05892,bimodal-black-box-jailbreak,jailbreak; blackbox; multimodal; vision; agent; side-channel; safety; integrity,Bimodal Black-Box Jailbreak
Flan-t5 Large; Gemini 1.5 Pro; Gemma 2B IT; Gemma 7B; Gemma 7B IT; GPT-3.5 Turbo; GPT-4; GPT-4 Turbo; Llama 2 13B Chat; Llama 2 7B; Llama 3.1 8B; Llama-2 7B Chat; Meta-llama-3-8B; Mistral 7B Instruct v0.2; Mistral-7B-v0.1; Mistral-8x7B-instruct-v0.1; Phi-1.5; Phi-3-mini-128k-instruct; Vicuna 13B v1.5,2024-12-29T04:13:08.163Z,,d02ac661,"Large Language Models (LLMs) are vulnerable to human-readable adversarial prompts crafted using situational context derived from movie scripts. These prompts, which combine a malicious prompt, a seemingly innocuous adversarial insertion, and relevant contextual information, can bypass LLMs' safety mechanisms and elicit harmful responses. The technique leverages the LLM's ability to understand context and generate responses consistent with that context to mask the malicious intent. The adversarial insertion, which can be generated by transforming nonsensical adversarial suffixes into meaningful human-readable sentences, further enhances the attack's effectiveness.",2024-12-01,Human-Readable Adversarial Prompts: An Investigation into LLM Vulnerabilities Using Situational Context,https://arxiv.org/abs/2412.16359,contextual-adversarial-prompts,prompt-layer; injection; jailbreak; blackbox; integrity; safety,Contextual Adversarial Prompts
Alpaca 7B; Claude 3.5 Sonnet; GPT-3.5 Turbo; GPT-4; Llama 3 8B Instruct; Mistral 7B; Vicuna 7B,2024-12-28T23:22:56.864Z,,a6267ca1,"DiffusionAttacker exploits a vulnerability in Large Language Models (LLMs) allowing manipulation of prompts to elicit harmful responses, even when the model incorporates safety mechanisms. The attack leverages a sequence-to-sequence diffusion model to rewrite harmful prompts, making them appear harmless to the LLM's internal representation while preserving their original semantic meaning. This bypasses safety filters and elicits undesired outputs.",2024-12-01,DiffusionAttacker: Diffusion-Driven Prompt Manipulation for LLM Jailbreak,https://arxiv.org/abs/2412.17522,diffusion-driven-llm-jailbreak,prompt-layer; jailbreak; blackbox; safety; integrity,Diffusion-Driven LLM Jailbreak
Claude 3.5 Sonnet; Gemma 2; GPT-4; GPT-4 Turbo; GPT-4o; GPT-4o Mini; Llama; Llama 3 8B; Llama 3 8B Instruct; Llama 3.1 70B Instruct; Mistral; Mistral 7B Instruct v0.2; Mixtral; Mixtral 8x22B Instruct; Phi 3; Qwen; Vicuna; Vicuna 13B v1.5,2025-01-26T18:30:51.487Z,,9f83af38,"LLM-based planning modules in embodied AI systems are vulnerable to Policy Executable (POEX) jailbreak attacks.  Attackers can inject carefully crafted adversarial suffixes into user instructions, causing the LLM to generate and execute harmful policies in both simulated and real-world environments.  The attacks bypass safety mechanisms by using optimized, human-readable suffixes that evade perplexity-based detection.",2024-12-01,POEX: Policy Executable Embodied AI Jailbreak Attacks,https://arxiv.org/abs/2412.16633,embodied-ai-policy-jailbreak,jailbreak; application-layer; agent; safety; whitebox,Embodied AI Policy Jailbreak
Claude3; GPT-3.5 Turbo; GPT-4; GPT-4o; Guanaco 7B; Llama 2 7B Chat; Llama2- 7B-chat; Mistral7B-instruct-0.2; Vicuna 7B,2024-12-29T04:03:25.994Z,,d525ea89,"Large Language Models (LLMs) are vulnerable to optimization-based jailbreaking attacks that exploit gradients during the iterative process of generating adversarial suffixes. The vulnerability stems from the inefficient exploration of the token space in existing methods like Greedy Coordinate Gradient (GCG), which uniformly samples tokens for replacement regardless of gradient values. This leads to redundant computations and a slow optimization process.",2024-12-01,Exploiting the Index Gradients for Optimization-Based Jailbreaking on Large Language Models,https://arxiv.org/abs/2412.08615,index-gradient-llm-jailbreak,model-layer; jailbreak; whitebox; safety; integrity,Index-Gradient LLM Jailbreak
GPT-3.5; GPT-4; Llama 4; Mistral Large,2025-12-09T02:25:00.299Z,,60447f2e,"A vulnerability exists in Large Language Model (LLM)-based time series forecasting architectures, specifically affecting models such as TimeGPT, LLMTime, and TimeLLM. These models are susceptible to a gradient-free, black-box adversarial attack method termed Directional Gradient Approximation (DGA). An attacker can inject imperceptible perturbations into the historical time series input window (lookback window) to manipulate the model's output. By treating the model as a black box and optimizing perturbations to direct predictions toward a random walk (Gaussian White Noise) distribution, the attacker significantly degrades forecasting accuracy and breaks the model's ability to capture temporal dependencies. This attack functions without access to the model's training data, internal parameters (weights/gradients), or future ground truth values.",2024-12-01,Adversarial vulnerabilities in large language models for time series forecasting,https://arxiv.org/abs/2412.08099,llm-adversarial-forecast-degradation,model-layer; blackbox; api; integrity; reliability,LLM Adversarial Forecast Degradation
Claude-v2; GPT-3.5 Turbo; GPT-4o; GPT-4o Mini; Llama 3 70B; Llama 3 8B,2024-12-28T23:29:33.410Z,,f9191be6,"A novel jailbreak paradigm, Simple Assistive Task Linkage (SATA), circumvents LLM safeguards by masking harmful keywords in a malicious query and using a secondary, simple assistive task (e.g., masked language modeling or element lookup by position) to convey the masked keywords' semantics to the LLM. This distracts the LLM and allows it to bypass safety checks, leading to the generation of harmful responses.",2024-12-01,SATA: A Paradigm for LLM Jailbreak via Simple Assistive Task Linkage,https://arxiv.org/abs/2412.15289,linked-task-llm-jailbreak,prompt-layer; jailbreak; safety; blackbox; integrity,Linked-Task LLM Jailbreak
Claude 3.5 Sonnet; Gemini 1.5 Pro; GLM 3 6B; GLM 4 9B; GPT-3.5 Turbo; GPT-4; InternLM 2.5 7B; Llama 3.1 70B; Llama 3.1 8B; Mistral 7B; Mixtral 8x7B; o1; Qwen 1.5 110B; Qwen 2 72B; Qwen 2 7B; Yi 1.5 34B,2025-01-26T18:27:49.961Z,,9e30d660,"Large Language Models (LLMs) are vulnerable to jailbreaking attacks via adversarial metaphors.  Attackers can leverage the LLMs' imaginative capabilities to map harmful concepts to innocuous ones, thereby bypassing safety mechanisms and eliciting harmful responses.  The attack relies on creating a metaphorical mapping between a harmful target and seemingly benign entities, exploiting the LLM's ability to reason about the analogous relationship without recognizing the underlying malicious intent.",2024-12-01,Na'vi or Knave: Jailbreaking Language Models via Metaphorical Avatars,https://arxiv.org/abs/2412.12145,metaphorical-llm-jailbreak,prompt-layer; jailbreak; blackbox; safety; integrity,Metaphorical LLM Jailbreak
Claude 3.5 Sonnet; GPT-4o; GPT-4o Mini; Qwen VL Max,2025-01-26T18:28:10.069Z,,f7fe3dc3,"A novel jailbreak attack, Multi-Modal Linkage (MML), exploits the vulnerability in Large Vision-Language Models (VLMs) by leveraging an ""encryption-decryption"" scheme across text and image modalities.  MML encrypts malicious queries within images (e.g., using word replacement, image transformations) to bypass initial safety mechanisms.  A subsequent text prompt guides the VLM to ""decrypt"" the content, eliciting harmful outputs. ""Evil alignment,"" framing the attack within a video game scenario, further enhances the attack's success rate.",2024-12-01,Jailbreak Large Visual Language Models Through Multi-Modal Linkage,https://arxiv.org/abs/2412.00473,multi-modal-vlm-jailbreak,application-layer; jailbreak; multimodal; blackbox; safety,Multi-Modal VLM Jailbreak
Claude1; Claude2; Ernie-3.5-turbo; GPT-3.5 Turbo; GPT-4; GPT-4o; GPT-4o Mini; Llama 2; Llama 3; Llama 3.1; Qwen 2.5; Qwen VL Max,2024-12-29T04:24:27.058Z,,de2949ac,"A hybrid multimodal jailbreaking attack, dubbed JMLLM, exploits vulnerabilities in 13 popular large language models (LLMs) across text, image, and speech modalities. The attack leverages alternating translation, word encryption, feature collapse in images, and harmful text injection to bypass safety mechanisms and elicit harmful responses. Success rates vary across LLMs and modalities, with some models exhibiting significantly higher vulnerability than others.",2024-12-01,Divide and Conquer: A Hybrid Strategy Defeats Multimodal Large Language Models,https://arxiv.org/abs/2412.16555,multimodal-llm-jailbreak,jailbreak; multimodal; injection; blackbox; safety; integrity,Multimodal LLM Jailbreak
Deepseek-vl7B-chat; Gemini 1.5 Pro; Glm-4v-9B; GPT-4o-0513; Llava v1.5-7B; Llava v1.6-mistral-7B-hf; MiniGPT-4; Qwen-vlchat; Qwenvl-max; Yi-vl-34B,2024-12-29T01:13:53.625Z,,626c3ab3,"Multimodal Large Language Models (MLLMs) are vulnerable to a heuristic-induced multimodal risk distribution jailbreak attack. The attack successfully circumvents safety mechanisms by distributing malicious prompts across text and image modalities, preventing detection of harmful intent within either modality alone. An auxiliary LLM generates prompts to guide the target MLLM into reconstructing the malicious prompt and producing the desired harmful output.",2024-12-01,Heuristic-Induced Multimodal Risk Distribution Jailbreak Attack for Multimodal Large Language Models,https://arxiv.org/abs/2412.05934,multimodal-risk-diffusion-jailbreak,multimodal; jailbreak; blackbox; application-layer; safety; integrity,Multimodal Risk Diffusion Jailbreak
Gemma 2 27B IT; Gemma2-9B-it; GPT-3.5 Turbo; GPT-4 Turbo; GPT-4o; Mistral 7B Instruct v0.2; Mixtral-8x22B-instruct-v0.1; Palm-2-otter; Qwen 2.5 72B Instruct,2024-12-29T04:06:07.840Z,,6828f712,"Large Language Models (LLMs) trained with safety fine-tuning are vulnerable to a novel attack, Response-Guided Question Augmentation (ReG-QA). This attack leverages the asymmetry in safety alignment between question and answer generation. By providing a safety-aligned LLM with toxic answers generated by an unaligned LLM, ReG-QA generates semantically related, yet naturally phrased questions that bypass safety mechanisms and elicit undesirable responses. The attack does not require adversarial prompt crafting or model optimization.",2024-12-01,Does Safety Training of LLMs Generalize to Semantically Related Natural Prompts?,https://arxiv.org/abs/2412.03235,natural-prompt-jailbreaks,model-layer; jailbreak; fine-tuning; blackbox; safety; integrity,Natural Prompt Jailbreaks
Gemma 2 2B; Llama 3 8B Instruct,2024-12-29T04:19:50.568Z,,603e5e92,"Large Language Models (LLMs) are vulnerable to attacks that generate obfuscated activations, bypassing latent-space defenses such as sparse autoencoders, representation probing, and latent out-of-distribution (OOD) detection. Attackers can manipulate model inputs or training data to produce outputs exhibiting malicious behavior while remaining undetected by these defenses. This occurs because the models can represent harmful behavior through diverse activation patterns, allowing attackers to exploit inconspicuous latent states.",2024-12-01,Obfuscated Activations Bypass LLM Latent-Space Defenses,https://arxiv.org/abs/2412.09565,obfuscated-activations-jailbreak,model-layer; jailbreak; extraction; side-channel; blackbox; whitebox; integrity; data-security,Obfuscated Activations Jailbreak
GLM 4 9B Chat; Glm-api (glm-4); GPT-3.5; Llama 2 13B; Llama 3.1 8B Instruct; Qwen 2 7B Instruct; Spark-api (sparkmax); Vicuna 13B v1.5,2024-12-28T23:30:33.836Z,,9127d01f,"A vulnerability in LLMs allows attackers to bypass safety mechanisms by crafting prompts that disguise malicious intent as a ""defense"" against harmful content. The attack, Reverse Embedded Defense Attack (REDA), leverages the model's own defensive capabilities to generate harmful outputs while masking the malicious intent within the response structure. This allows for successful jailbreaks in a single iteration, without requiring model-specific prompt engineering.",2024-12-01,Jailbreaking? One Step Is Enough!,https://arxiv.org/abs/2412.12621,one-step-model-jailbreak,prompt-layer; jailbreak; blackbox; safety; integrity,One-Step Model Jailbreak
GPT-3.5 Turbo; Llama 2; Mistral; Vicuna,2025-01-26T18:24:18.476Z,,cdc38195,"JailPO is a black-box attack framework that leverages preference optimization to generate effective jailbreak prompts for aligned LLMs.  The attack automatically generates prompts, bypassing safety mechanisms and eliciting harmful or undesirable responses from the target LLM.  The framework includes three attack patterns (QEPrompt, TemplatePrompt, MixAsking) with varying degrees of effectiveness and risk.",2024-12-01,JailPO: A Novel Black-box Jailbreak Framework via Preference Optimization against Aligned LLMs,https://arxiv.org/abs/2412.15623,preference-optimized-jailbreak,prompt-layer; jailbreak; blackbox; safety; integrity,Preference-Optimized Jailbreak
,2024-12-28T18:28:31.336Z,,faa00ac1,"Large Language Models (LLMs) are vulnerable to a novel agentic-based red-teaming attack, PrivAgent, which uses reinforcement learning to generate adversarial prompts. These prompts can extract sensitive information, including system prompts and portions of training data, from target LLMs even with existing guardrail defenses. The attack leverages a custom reward function based on a normalized sliding-window word edit similarity metric to guide the learning process, enabling it to overcome the limitations of previous fuzzing and genetic approaches.",2024-12-01,PrivAgent: Agentic-based Red-teaming for LLM Privacy Leakage,https://arxiv.org/abs/2412.05734,rl-based-llm-privacy-leak,prompt-layer; extraction; blackbox; data-privacy; data-security; agent,RL-Based LLM Privacy Leak
GPT-4o; Midjourney; Stable Diffusion; Stable Diffusion v1.4; Stable Diffusion v2.1,2024-12-29T04:23:46.499Z,,a8264644,"The Antelope attack exploits vulnerabilities in Text-to-Image (T2I) models' safety filters by crafting adversarial prompts. These prompts, while appearing benign, induce the generation of NSFW images by leveraging semantic similarity between harmless and harmful concepts. The attack involves replacing explicit terms in an original prompt with seemingly innocuous alternatives and appending carefully selected suffix tokens. This manipulation bypasses both text-based and image-based filters, generating sensitive content while maintaining a high degree of semantic alignment with the original intent to evade detection.",2024-12-01,Antelope: Potent and Concealed Jailbreak Attack Strategy,https://arxiv.org/abs/2412.08156,semantic-confusion-jailbreak,jailbreak; blackbox; application-layer; prompt-layer; vision; safety; integrity,Semantic Confusion Jailbreak
Llama 2 13B; Llama 2 7B; Llama 3 8B; Qwen 2 1.5B; Qwen 2 7B; Vicuna 13B; Vicuna 7B,2025-02-02T20:38:43.289Z,,f2ab1b94,"A vulnerability exists in large language models (LLMs) where targeted bitwise corruptions in model parameters can induce a ""jailbroken"" state, causing the model to generate harmful responses without input modification.  Fewer than 25 bit-flips are sufficient to achieve this in many cases.  The vulnerability stems from the susceptibility of the model's memory representation to fault injection attacks.",2024-12-01,PrisonBreak: Jailbreaking Large Language Models with Fewer Than Twenty-Five Targeted Bit-flips,https://arxiv.org/abs/2412.07192,targeted-bit-flip-jailbreak,model-layer; jailbreak; whitebox; side-channel; data-security; integrity; safety,Targeted Bit-Flip Jailbreak
Gemma 2 9B IT; Llama 2 7B Chat; Llama 3 8B Instruct; Mistral 7B Instruct,2024-12-28T23:28:36.585Z,,364e7b04,"A white-box attack, Targeted Model Editing (TME), allows bypassing safety filters in large language models (LLMs) by minimally altering internal model structures, specifically the MLP layers, without modifying inputs. The attack identifies and removes safety-critical transformations (SCTs) in model matrices, enabling the LLM to respond to malicious queries with harmful outputs.",2024-12-01,Model-Editing-Based Jailbreak against Safety-aligned Large Language Models,https://arxiv.org/abs/2412.08201,targeted-model-editing-jailbreak,model-layer; jailbreak; whitebox; integrity; safety,Targeted Model Editing Jailbreak
Baichuan-13B; Claude-3(v3-haiku); GPT-3.5 Turbo; GPT-4(0613); GPT-4o; Llama 2 7B Chat; Llama 3 8B Instruct; Vicuna,2024-12-29T01:14:33.551Z,,85d41cb4,"Large Language Models (LLMs) exhibit a bias towards authoritative sources, allowing attackers to bypass safety mechanisms by crafting prompts that include fabricated citations mimicking credible sources (e.g., research papers, GitHub repositories). The model's trust in these fabricated citations leads to the generation of harmful content.",2024-11-01,The Dark Side of Trust: Authority Citation-Driven Jailbreak Attacks on Large Language Models,https://arxiv.org/abs/2411.11407,authority-citation-jailbreak,prompt-layer; jailbreak; blackbox; safety; integrity,Authority Citation Jailbreak
Claude 3 Haiku; Claude 3 Opus; Claude 3.5 Sonnet; GPT-4o; GPT-4o Mini,2024-12-29T03:58:03.443Z,,3ddb7d3b,"Large Language Models (LLMs) are vulnerable to jailbreaking attacks using sequences of invertible string transformations (string compositions). Attackers can combine multiple transformations (e.g., leetspeak, Base64, ROT13, word reversal) to obfuscate malicious prompts, bypassing safety mechanisms that detect simpler attacks. Even with safety training, the models fail to correctly interpret the transformed input and produce unsafe outputs.",2024-11-01,Plentiful Jailbreaks with String Compositions,https://arxiv.org/abs/2411.01084,composable-string-jailbreaks,prompt-layer; jailbreak; blackbox; integrity; safety,Composable String Jailbreaks
GPT-3.5 Turbo; GPT-4; Llama Guard; Llama Guard 2; ShieldLM; WildGuard,2024-12-29T02:26:34.565Z,,2d67c17f,"Large Language Models (LLMs) used as safety judges are vulnerable to an ""Emoji Attack,"" a prompt injection technique that leverages token segmentation bias. Inserting emojis within tokens alters sub-token embeddings, misleading the judge LLM into classifying harmful content as safe. The attack's effectiveness is amplified by strategically placing emojis to maximize the embedding discrepancy between sub-tokens and the original token.",2024-11-01,Emoji Attack: A Method for Misleading Judge LLMs in Safety Risk Detection,https://arxiv.org/abs/2411.01077,emoji-judge-bypass,prompt-layer; jailbreak; model-layer; blackbox; safety; integrity,Emoji Judge Bypass
Llama 2 7B Chat; Llama 3.2 3B Instruct; Phi-3.5-mini-instruct; Qwen 2.5 7B Instruct,2024-12-29T04:17:08.798Z,,57eda954,"A vulnerability exists in Federated Parameter-Efficient Fine-Tuning (FedPEFT) systems for large language models (LLMs). Malicious clients can exploit the PEFT mechanism (e.g., LoRA, (IA)Â³, LayerNorm) to inject adversarial training data, compromising the model's safety alignment even with a small percentage of trainable parameters and a minority of malicious participants. The attack, termed ""PEFT-as-an-Attack"" (PaaA), circumvents the LLM's safety guardrails, causing it to generate harmful outputs in response to malicious prompts. The attack's effectiveness varies across PEFT methods and LLMs.",2024-11-01,PEFT-as-an-Attack! Jailbreaking Language Models during Federated Parameter-Efficient Fine-Tuning,https://arxiv.org/abs/2411.19335,fedpeft-evasion-attack,model-layer; jailbreak; poisoning; fine-tuning; whitebox; safety; integrity,FedPEFT Evasion Attack
GPT-4o; InternVL 2 40B; Qwen VL 2 72B; VILA 1.5 40B,2024-12-29T04:07:03.117Z,,0eb0fc9b,"A vulnerability exists in several Large Vision-Language Models (LVLMs) where seemingly safe images, when combined with additional safe images and prompts using a specific attack methodology (Safety Snowball Agent), can trigger the generation of unsafe and harmful content. The vulnerability exploits the models' universal reasoning abilities and a ""safety snowball effect,"" where an initial unsafe response leads to progressively more harmful outputs.",2024-11-01,Safe+ Safe= Unsafe? Exploring How Safe Images Can Be Exploited to Jailbreak Large Vision-Language Models,https://arxiv.org/abs/2411.11496,image-based-safety-snowballing,jailbreak; prompt-layer; application-layer; vision; multimodal; blackbox; safety; integrity,Image-Based Safety Snowballing
Gemini 1.5 Pro; GPT-3.5 Turbo; GPT-4; GPT-4o; GPT-4o Mini; Llama 2 7B Chat; Mistral 7B Instruct; Qwen 2 7B Instruct; Vicuna 13B v1.5,2024-12-28T23:32:26.242Z,,66074c12,"Large Language Models (LLMs) are vulnerable to a jailbreak attack that leverages the model's ability to generate diverse and obfuscated prompts to bypass safety constraints. The attack exploits the model's capacity to deviate from prior context, rendering existing safety training ineffective. The attacker uses a multi-stage process involving diversification (generating prompts significantly different from previous attempts) and obfuscation (obscuring sensitive words/phrases) to elicit harmful outputs.",2024-11-01,Diversity Helps Jailbreak Large Language Models,https://arxiv.org/abs/2411.04223,llm-contextual-divergence-jailbreak,model-layer; jailbreak; blackbox; safety; integrity,LLM Contextual Divergence Jailbreak
Claude 3.5 Sonnet; GPT-4o; GPT-4o Mini; Llama 3.1 70B,2025-01-26T18:23:57.970Z,,1882e0a3,"Large Language Models (LLMs) are vulnerable to jailbreak attacks using language games, which manipulate input prompts through structured linguistic alterations (e.g., Ubbi Dubbi, custom letter insertion rules) to bypass safety mechanisms.  These games obfuscate malicious intent while maintaining human readability, causing LLMs to generate unsafe content.",2024-11-01,Playing Language Game with LLMs Leads to Jailbreaking,https://arxiv.org/abs/2411.12762,language-game-jailbreaks,prompt-layer; jailbreak; blackbox; safety; integrity,Language Game Jailbreaks
Dalle-3; GPT-3.5 Turbo; GPT-4; GPT-4o; Llama 2 7B Chat; Mistral-7B-instruct0.2; Vicuna-7B-1.5,2024-12-29T03:04:21.174Z,,477533fa,"Large Language Models (LLMs) are vulnerable to multi-round jailbreak attacks which leverage a heuristic search process to progressively elicit harmful content. The attack decomposes a harmful query into multiple, seemingly innocuous sub-queries, iteratively refining the prompts based on the LLM's responses and employing psychological strategies to bypass safety mechanisms. This allows for the circumvention of single-round detection methods and elicitation of responses containing prohibited content.",2024-11-01,MRJ-Agent: An Effective Jailbreak Agent for Multi-Round Dialogue,https://arxiv.org/abs/2411.03814,multi-round-jailbreak-agent,jailbreak; application-layer; blackbox; safety,Multi-Round Jailbreak Agent
Claude 3.5 Sonnet; Gemini 1.5; GPT-4o; Grok 2; Llama 3.1 405B,2024-12-29T03:59:41.327Z,,9f7c9b90,"Large Language Models (LLMs) are vulnerable to multi-step ""moralized"" jailbreak prompts that bypass their safety guardrails. These prompts, while appearing ethical individually, cumulatively create a context that elicits verbally aggressive and harmful content generation. The attack leverages the LLMs' inability to fully understand the cumulative context and intent across multiple prompts.",2024-11-01,""" Moralized"" Multi-Step Jailbreak Prompts: Black-Box Testing of Guardrails in Large Language Models for Verbal Attacks",https://arxiv.org/abs/2411.16730,multi-step-moralized-jailbreak,prompt-layer; jailbreak; blackbox; safety; integrity,Multi-Step Moralized Jailbreak
